Result Time,Granularity Period,Object Name,Reliability,"AMR TRAFFIC VOLUME","PS TRAFFIC VOLUME"
,Minutes,,,MB,MB
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PIC_UIO_PATRONATO_SAN_JOSE_U19_2, CellID=41682",Reliable,2.518,0.01
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PIC_UIO_PATRONATO_SAN_JOSE_U19_1, CellID=41681",Reliable,2.066,0.017
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_VILLAMIL3, CellID=49223",Reliable,0.16,0.012
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_VILLAMIL2, CellID=49222",Reliable,1.336,0.019
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_VILLAMIL1, CellID=49221",Reliable,0.926,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_BAQUERIZO3, CellID=49213",Reliable,0.321,0.004
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_BAQUERIZO2, CellID=49212",Reliable,0.175,0.015
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_BAQUERIZO1, CellID=49211",Reliable,1.82,0.051
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_AYORA9, CellID=49209",Reliable,0.634,0.014
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_AYORA8, CellID=49208",Reliable,6.844,0.022
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_AYORA7, CellID=49207",Reliable,0.007,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=YANBAL3, CellID=41963",Reliable,2.532,0.031
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=YANBAL2, CellID=41962",Reliable,0.66,0.017
